Supplementary Table 6a. Dataset of experimentally tested noncoding element-gene connections in K562 cells,,,,,,,,,,,,,,,,,,,,,,,
chr,start,end,Element name,Gene,class,Cell type,Fraction change in gene expr,Adjusted p-value,Significant,RNA readout method,Perturbation method,nKO,nCtrl,semKO,semCtrl,Power to detect 25% effects,Gene TSS,Normalized HiC Contacts,DHS (RPM),H3K27ac (RPM),Activity,ABC Score,Reference
chr8,129156065,129158585,intergenic|chr8:129157065-129157585,MYC,intergenic,K562,0.01635758,0.305592056,FALSE,Proliferation Screen,KRAB-dCas9,38,3919,0.017195111,0.001571008,1,128748314,9.446926034,0.807652,0.204722,0.406623,0.000300693,Fulco2016
chr8,129161185,129163685,promoter|chr8:129162185-129162685,MYC,promoter,K562,0.01337724,0.211042763,FALSE,Proliferation Screen,KRAB-dCas9,66,3919,0.016261275,0.001571008,1,128748314,10.3215841,4.331634,0.818889,1.883383,0.00152169,Fulco2016
chr8,129178905,129181425,intergenic|chr8:129179905-129180425,MYC,intergenic,K562,-0.02663524,0.5137824,FALSE,Proliferation Screen,KRAB-dCas9,51,3919,0.011825954,0.001571008,1,128748314,15.13220367,1.070135,0.409445,0.661942,0.000784085,Fulco2016
chr8,129184805,129187305,intergenic|chr8:129185805-129186305,MYC,intergenic,K562,-0.00338547,0.84671217,FALSE,Proliferation Screen,KRAB-dCas9,33,3919,0.015172487,0.001571008,1,128748314,10.11354737,0.493803,0.102361,0.224824,0.000177987,Fulco2016
chr8,129189224,129189345,intergenic|chr8:129189025-129190005,MYC,intergenic,K562,0.03,,FALSE,qPCR,KRAB-dCas9,12,20,0.0488,0.019,0.998764467,128748314,10.11354737,14.284785,30.196544,20.768993,0.016442203,Fulco2016
chr8,129194665,129197185,intergenic|chr8:129196785-129197285-intergenic|chr8:129195665-129196185,MYC,intergenic,K562,-0.01161504,0.963539534,FALSE,Proliferation Screen,KRAB-dCas9,22,3919,0.021549418,0.001571008,1,128748314,16.75140803,1.482109,0.716528,1.006744,0.001320114,Fulco2016
chr8,129195785,129198285,intergenic|chr8:129196785-129197285-intergenic|chr8:129195665-129196185,MYC,intergenic,K562,-0.0138983,0.882550871,FALSE,Proliferation Screen,KRAB-dCas9,27,3919,0.021287402,0.001571008,1,128748314,16.75140803,1.482109,0.716528,1.006744,0.001320114,Fulco2016
chr8,129201405,129203905,intergenic|chr8:129202405-129202905,MYC,intergenic,K562,-0.01723882,0.79235174,FALSE,Proliferation Screen,KRAB-dCas9,47,3919,0.014236012,0.001571008,1,128748314,6.87065611,0.531205,0.409445,0.466371,0.000250825,Fulco2016
chr8,129208745,129211265,intergenic|chr8:129209745-129210265,MYC,intergenic,K562,-0.02515575,0.637865741,FALSE,Proliferation Screen,KRAB-dCas9,33,3919,0.014967341,0.001571008,1,128748314,4.368623564,0.714842,0.614167,0.662597,0.000226587,Fulco2016
chr8,129251565,129254105,intergenic|chr8:129252565-129253105,MYC,intergenic,K562,0.01064315,0.531771868,FALSE,Proliferation Screen,KRAB-dCas9,28,3919,0.015110383,0.001571008,1,128748314,10.57378177,0.859408,0.102361,0.296596,0.000245492,Fulco2016
chr8,129262965,129265465,intergenic|chr8:129263965-129264465,MYC,intergenic,K562,0.00402889,0.649618146,FALSE,Proliferation Screen,KRAB-dCas9,33,3919,0.018520539,0.001571008,1,128748314,7.634082994,0.616618,0.716528,0.664699,0.000397213,Fulco2016
chr8,129280605,129283105,intergenic|chr8:129281605-129282105,MYC,intergenic,K562,0.01529491,0.364384738,FALSE,Proliferation Screen,KRAB-dCas9,33,3919,0.016560522,0.001571008,1,128748314,7.051444583,0.411825,0.102361,0.205315,0.000113329,Fulco2016
chr8,129294305,129296805,intergenic|chr8:129295305-129295805,MYC,intergenic,K562,-0.04860364,0.517690678,FALSE,Proliferation Screen,KRAB-dCas9,9,3919,0.020803653,0.001571008,1,128748314,5.63808559,0.554718,0.102361,0.238287,0.000105165,Fulco2016
chr8,129323085,129325605,intergenic|chr8:129324085-129324605,MYC,intergenic,K562,-0.0103775,0.98283933,FALSE,Proliferation Screen,KRAB-dCas9,39,3919,0.018695891,0.001571008,1,128748314,6.264888223,1.350664,0.511806,0.831434,0.000407739,Fulco2016
chr8,129333805,129336325,intergenic|chr8:129334805-129335325,MYC,intergenic,K562,0.00769048,0.521518122,FALSE,Proliferation Screen,KRAB-dCas9,42,3919,0.015842949,0.001571008,1,128748314,6.523713911,1.09567,0.92125,1.004682,0.000513056,Fulco2016
chr8,129338085,129340605,intergenic|chr8:129339085-129339605,MYC,intergenic,K562,0.01435969,0.21981658,FALSE,Proliferation Screen,KRAB-dCas9,56,3919,0.007179996,0.001571008,1,128748314,6.523713911,1.312397,2.047223,1.6399,0.000837439,Fulco2016
chr8,129352625,129355125,intergenic|chr8:129353625-129354125,MYC,intergenic,K562,-0.01454393,0.861630692,FALSE,Proliferation Screen,KRAB-dCas9,30,3919,0.014533062,0.001571008,1,128748314,6.084675948,1.237266,0.716528,0.941561,0.000448463,Fulco2016
chr8,129354345,129357025,intergenic|chr8:129355345-129356025-intergenic|chr8:129356065-129356565,MYC,intergenic,K562,0.01633088,0.298664671,FALSE,Proliferation Screen,KRAB-dCas9,39,3919,0.011812712,0.001571008,1,128748314,9.641146681,2.990924,5.015697,3.738169,0.002821166,Fulco2016
chr8,129355065,129357565,intergenic|chr8:129355345-129356025-intergenic|chr8:129356065-129356565,MYC,intergenic,K562,0.03235119,0.695903713,FALSE,Proliferation Screen,KRAB-dCas9,3,3919,0.064876318,0.001571008,0.983316961,128748314,9.641146681,2.990924,5.015697,3.738169,0.002821166,Fulco2016
chr8,129364785,129367325,intergenic|chr8:129365785-129366325,MYC,intergenic,K562,0.06094934,0.000416042,TRUE,Proliferation Screen,KRAB-dCas9,33,3919,0.017498006,0.001571008,1,128748314,7.283356105,2.038641,0.818889,1.292061,0.000736641,Fulco2016
chr8,129439265,129441765,genic|chr8:129440265-129440765,MYC,genic,K562,0.01828259,0.288743334,FALSE,Proliferation Screen,KRAB-dCas9,35,3919,0.01225824,0.001571008,1,128748314,6.964753398,4.338771,13.921118,7.888879,0.004300927,Fulco2016
chr8,129459225,129461725,genic|chr8:129460225-129460725,MYC,genic,K562,0.0138772,0.419820972,FALSE,Proliferation Screen,KRAB-dCas9,31,3919,0.01400444,0.001571008,1,128748314,4.992068192,0.623314,0.102361,0.252591,9.87051E-05,Fulco2016
chr8,129564305,129566805,genic|chr8:129565305-129565805,MYC,genic,K562,0.00920322,0.631697165,FALSE,Proliferation Screen,KRAB-dCas9,22,3919,0.016517499,0.001571008,1,128748314,6.351784922,1.425623,0.716528,1.010694,0.000502524,Fulco2016
chr8,129565845,129569065,genic|chr8:129568845-129569345-genic|chr8:129566845-129568065,MYC,genic,K562,-0.00242861,0.72380085,FALSE,Proliferation Screen,KRAB-dCas9,80,3919,0.010036099,0.001571008,1,128748314,6.351784922,14.259686,19.755705,15.753454,0.007832721,Fulco2016
chr8,129567845,129570345,genic|chr8:129568845-129569345-genic|chr8:129566845-129568065,MYC,genic,K562,-0.00397789,0.844496948,FALSE,Proliferation Screen,KRAB-dCas9,42,3919,0.01453315,0.001571008,1,128748314,6.351784922,14.259686,19.755705,15.753454,0.007832721,Fulco2016
chr8,129575675,129578175,promoter|chr8:129576675-129577175,MYC,promoter,K562,-0.01614438,0.84907823,FALSE,Proliferation Screen,KRAB-dCas9,34,3919,0.020823593,0.001571008,1,128748314,4.427671554,0.114229,0,0,0,Fulco2016
chr8,129664465,129667025,intergenic|chr8:129665465-129666025,MYC,intergenic,K562,0.008617,0.596747299,FALSE,Proliferation Screen,KRAB-dCas9,27,3919,0.014002273,0.001571008,1,128748314,7.381690521,0.768176,0.102361,0.280411,0.000162029,Fulco2016
chr8,130321225,130323725,intergenic|chr8:130322225-130322725,MYC,intergenic,K562,0.01029813,0.637865741,FALSE,Proliferation Screen,KRAB-dCas9,17,3919,0.02007274,0.001571008,1,128748314,4.142078344,0.760803,0.102361,0.279062,9.04816E-05,Fulco2016
chr8,130326325,130328905,intergenic|chr8:130328845-130329385-intergenic|chr8:130327325-130327905,MYC,intergenic,K562,-0.03190972,0.637865741,FALSE,Proliferation Screen,KRAB-dCas9,15,3919,0.032588575,0.001571008,1,128748314,2.864045116,14.801409,5.015697,8.484811,0.001902185,Fulco2016
chr8,130327845,130330385,intergenic|chr8:130328845-130329385-intergenic|chr8:130327325-130327905-intergenic|chr8:130329685-130330185,MYC,intergenic,K562,-0.00040576,0.79235174,FALSE,Proliferation Screen,KRAB-dCas9,27,3919,0.014442643,0.001571008,1,128748314,2.863952542,16.087876,7.267643,10.180255,0.002282254,Fulco2016
chr8,130328685,130331185,intergenic|chr8:130328845-130329385-intergenic|chr8:130330665-130331205-intergenic|chr8:130329685-130330185,MYC,intergenic,K562,0.00234485,0.764266603,FALSE,Proliferation Screen,KRAB-dCas9,24,3919,0.014000378,0.001571008,1,128748314,2.616103982,15.453963,6.448753,9.382755,0.002028892,Fulco2016
chr8,130329665,130332205,intergenic|chr8:130331565-130332125-intergenic|chr8:130330665-130331205-intergenic|chr8:130329685-130330185,MYC,intergenic,K562,0.00483621,0.637865741,FALSE,Proliferation Screen,KRAB-dCas9,32,3919,0.013082163,0.001571008,1,128748314,2.368290446,4.625002,3.48028,3.715687,0.000715419,Fulco2016
chr8,130330565,130333125,intergenic|chr8:130331565-130332125-intergenic|chr8:130330665-130331205,MYC,intergenic,K562,-0.01432636,0.878556954,FALSE,Proliferation Screen,KRAB-dCas9,24,3919,0.019577358,0.001571008,1,128748314,2.120551972,3.338535,1.228334,2.020243,0.00033535,Fulco2016
chr8,130425745,130428265,genic|chr8:130427645-130428365-genic|chr8:130426745-130427265,MYC,genic,K562,0.00111105,0.790937519,FALSE,Proliferation Screen,KRAB-dCas9,22,3919,0.019072289,0.001571008,1,128748314,0.977151197,3.343378,6.551115,4.427298,0.000338633,Fulco2016
chr8,130426645,130429365,genic|chr8:130427645-130428365-genic|chr8:130426745-130427265,MYC,genic,K562,0.00153349,0.628799741,FALSE,Proliferation Screen,KRAB-dCas9,63,3919,0.013890925,0.001571008,1,128748314,0.977151197,3.343378,6.551115,4.427298,0.000338633,Fulco2016
chr8,130428845,130431345,genic|chr8:130430725-130431265-genic|chr8:130429845-130430345,MYC,genic,K562,-0.00402044,0.861257855,FALSE,Proliferation Screen,KRAB-dCas9,24,3919,0.016081059,0.001571008,1,128748314,1.454998637,6.235162,4.094447,5.041403,0.000574171,Fulco2016
chr8,130429725,130432265,genic|chr8:130430725-130431265-genic|chr8:130429845-130430345,MYC,genic,K562,0.01120329,0.419790115,FALSE,Proliferation Screen,KRAB-dCas9,40,3919,0.013660175,0.001571008,1,128748314,1.454998637,6.235162,4.094447,5.041403,0.000574171,Fulco2016
chr8,130431745,130434245,genic|chr8:130434085-130434585-genic|chr8:130432745-130433245-genic|chr8:130433385-130433905,MYC,genic,K562,0.00962559,0.530914034,FALSE,Proliferation Screen,KRAB-dCas9,32,3919,0.014182592,0.001571008,1,128748314,1.454513876,8.236676,7.574726,7.866399,0.00089568,Fulco2016
chr8,130432385,130434905,genic|chr8:130434085-130434585-genic|chr8:130432745-130433245-genic|chr8:130433385-130433905,MYC,genic,K562,-0.01216176,0.934507216,FALSE,Proliferation Screen,KRAB-dCas9,37,3919,0.018821457,0.001571008,1,128748314,1.454513876,8.236676,7.574726,7.866399,0.00089568,Fulco2016
chr8,130433085,130435585,genic|chr8:130434085-130434585-genic|chr8:130432745-130433245-genic|chr8:130433385-130433905,MYC,genic,K562,-0.00322225,0.844496948,FALSE,Proliferation Screen,KRAB-dCas9,34,3919,0.016013381,0.001571008,1,128748314,1.454513876,8.236676,7.574726,7.866399,0.00089568,Fulco2016
chr8,130436725,130439225,genic|chr8:130437725-130438225,MYC,genic,K562,-0.03878298,0.649618146,FALSE,Proliferation Screen,KRAB-dCas9,8,3919,0.018872955,0.001571008,1,128748314,1.593954062,0.956157,0.102361,0.312845,3.90343E-05,Fulco2016
chr8,130451245,130453765,genic|chr8:130452245-130452765,MYC,genic,K562,0.00407584,0.719519858,FALSE,Proliferation Screen,KRAB-dCas9,24,3919,0.023878221,0.001571008,1,128748314,2.244962073,3.552229,0.716528,1.595393,0.000280361,Fulco2016
chr8,130457745,130460305,genic|chr8:130458745-130459305-genic|chr8:130459845-130460345,MYC,genic,K562,0.00132424,0.73697543,FALSE,Proliferation Screen,KRAB-dCas9,33,3919,0.017930075,0.001571008,1,128748314,2.129120713,6.36245,1.228334,2.737185,0.000490439,Fulco2016
chr8,130458845,130461345,genic|chr8:130458745-130459305-genic|chr8:130460405-130460905-genic|chr8:130459845-130460345,MYC,genic,K562,0.02054476,0.596747299,FALSE,Proliferation Screen,KRAB-dCas9,10,3919,0.039442299,0.001571008,0.999999115,128748314,2.05493986,7.139643,2.456668,3.714246,0.00063626,Fulco2016
chr8,130459405,130461905,genic|chr8:130461885-130462445-genic|chr8:130460405-130460905-genic|chr8:130459845-130460345,MYC,genic,K562,-0.03025587,0.559511106,FALSE,Proliferation Screen,KRAB-dCas9,26,3919,0.018705062,0.001571008,1,128748314,1.906530567,3.963983,2.354307,2.695808,0.000402311,Fulco2016
chr8,130460885,130463445,genic|chr8:130461885-130462445-genic|chr8:130460405-130460905-genic|chr8:130462845-130463365,MYC,genic,K562,0.02526526,0.07672067,FALSE,Proliferation Screen,KRAB-dCas9,49,3919,0.011470998,0.001571008,1,128748314,1.906379723,4.480621,3.48028,3.86464,0.000576704,Fulco2016
chr8,130461845,130464365,genic|chr8:130461885-130462445-genic|chr8:130462845-130463365,MYC,genic,K562,0.02037226,0.311645841,FALSE,Proliferation Screen,KRAB-dCas9,28,3919,0.020786892,0.001571008,1,128748314,1.906280508,3.703428,2.251946,2.887579,0.000430884,Fulco2016
chr8,130465465,130467985,genic|chr8:130466465-130466985,MYC,genic,K562,0.00590284,0.637865741,FALSE,Proliferation Screen,KRAB-dCas9,29,3919,0.013784825,0.001571008,1,128748314,3.58642031,1.014959,0.614167,0.78953,0.000221652,Fulco2016
chr8,130467365,130469885,genic|chr8:130468365-130468885,MYC,genic,K562,-0.03778919,0.362358865,FALSE,Proliferation Screen,KRAB-dCas9,28,3919,0.01079764,0.001571008,1,128748314,3.586136691,6.557593,1.433056,3.07825,0.000864115,Fulco2016
chr8,130468945,130471605,genic|chr8:130469945-130470605,MYC,genic,K562,-0.003349,0.84907823,FALSE,Proliferation Screen,KRAB-dCas9,28,3919,0.014698661,0.001571008,1,128748314,1.744326043,1.064017,0.92125,0.990063,0.000135186,Fulco2016
chr8,130479585,130482165,genic|chr8:130480585-130481165,MYC,genic,K562,0.00096603,0.842267571,FALSE,Proliferation Screen,KRAB-dCas9,14,3919,0.026150489,0.001571008,1,128748314,2.37892406,1.214923,0.716528,0.933021,0.000173745,Fulco2016
chr8,130488685,130491225,genic|chr8:130489685-130490225,MYC,genic,K562,-0.00418527,0.861630692,FALSE,Proliferation Screen,KRAB-dCas9,22,3919,0.01921286,0.001571008,1,128748314,1.903812815,2.124889,1.023612,1.474808,0.000219786,Fulco2016
chr8,130491285,130493805,genic|chr8:130492285-130492805,MYC,genic,K562,0.02165181,0.204766886,FALSE,Proliferation Screen,KRAB-dCas9,36,3919,0.01478344,0.001571008,1,128748314,3.659574031,3.189221,2.354307,2.74166,0.00078539,Fulco2016
chr8,130494785,130497325,promoter|chr8:130495785-130496325-genic|chr8:130497045-130497545,MYC,promoter,K562,0.01537631,0.551494792,FALSE,Proliferation Screen,KRAB-dCas9,17,3919,0.021742745,0.001571008,1,128748314,1.455716145,2.025136,2.66139,2.19198,0.000249773,Fulco2016
chr8,130496045,130498545,promoter|chr8:130495785-130496325-genic|chr8:130497045-130497545-genic|chr8:130497905-130498405,MYC,promoter,K562,0.0129245,0.399892815,FALSE,Proliferation Screen,KRAB-dCas9,36,3919,0.015993881,0.001571008,1,128748314,1.455644999,2.802329,2.968473,2.680509,0.000305433,Fulco2016
chr8,130496905,130499405,genic|chr8:130497045-130497545-genic|chr8:130497905-130498405,MYC,genic,K562,-0.01736578,0.85592174,FALSE,Proliferation Screen,KRAB-dCas9,18,3919,0.01979899,0.001571008,1,128748314,1.455564687,1.806085,2.456667,1.966445,0.00022406,Fulco2016
chr8,130501585,130504125,genic|chr8:130502585-130503125-genic|chr8:130504025-130504545,MYC,genic,K562,0.00504953,0.72380085,FALSE,Proliferation Screen,KRAB-dCas9,20,3919,0.022257151,0.001571008,1,128748314,3.695822247,2.653437,1.637778,1.941334,0.000561625,Fulco2016
chr8,130503025,130505545,genic|chr8:130502585-130503125-genic|chr8:130504025-130504545,MYC,genic,K562,0.01033461,0.517405447,FALSE,Proliferation Screen,KRAB-dCas9,33,3919,0.018646437,0.001571008,1,128748314,3.695822247,2.653437,1.637778,1.941334,0.000561625,Fulco2016
chr8,130511745,130514265,genic|chr8:130512745-130513265,MYC,genic,K562,0.02301514,0.326977829,FALSE,Proliferation Screen,KRAB-dCas9,22,3919,0.018421463,0.001571008,1,128748314,0.244645835,2.304982,0.614167,1.189811,2.27854E-05,Fulco2016
chr8,130525525,130528025,genic|chr8:130526525-130527025,MYC,genic,K562,0.00092625,0.78733952,FALSE,Proliferation Screen,KRAB-dCas9,27,3919,0.014202041,0.001571008,1,128748314,6.394822856,0.991244,0.92125,0.955606,0.000478353,Fulco2016
chr8,130537145,130539685,genic|chr8:130538145-130538685,MYC,genic,K562,-0.00450223,0.855541287,FALSE,Proliferation Screen,KRAB-dCas9,37,3919,0.011395579,0.001571008,1,128748314,3.091076807,4.303276,0.511806,1.484069,0.000359091,Fulco2016
chr8,130543005,130545525,genic|chr8:130544005-130544525,MYC,genic,K562,-0.02376166,0.649618146,FALSE,Proliferation Screen,KRAB-dCas9,35,3919,0.018553248,0.001571008,1,128748314,4.291282438,1.242969,0.511806,0.797599,0.000267925,Fulco2016
chr8,130546945,130549685,genic|chr8:130547945-130548685,MYC,genic,K562,-0.00566911,0.84907823,FALSE,Proliferation Screen,KRAB-dCas9,72,3919,0.010320509,0.001571008,1,128748314,4.796876547,4.99403,3.787363,4.359824,0.001637075,Fulco2016
chr8,130553345,130555845,genic|chr8:130554345-130554845,MYC,genic,K562,-0.02896926,0.522084517,FALSE,Proliferation Screen,KRAB-dCas9,36,3919,0.017172073,0.001571008,1,128748314,3.591117672,1.096799,1.125973,1.111289,0.00031239,Fulco2016
chr8,130563605,130566165,genic|chr8:130564605-130565165,MYC,genic,K562,0.01864652,0.194119199,FALSE,Proliferation Screen,KRAB-dCas9,46,3919,0.011559478,0.001571008,1,128748314,5.989911743,1.963028,2.763751,2.331709,0.001093291,Fulco2016
chr8,130568005,130570525,genic|chr8:130569005-130569525-genic|chr8:130569965-130570465,MYC,genic,K562,-0.02565652,0.551494792,FALSE,Proliferation Screen,KRAB-dCas9,45,3919,0.01424762,0.001571008,1,128748314,6.697077039,22.469645,10.338477,12.430794,0.006156578,Fulco2016
chr8,130568965,130571465,genic|chr8:130569005-130569525-genic|chr8:130569965-130570465,MYC,genic,K562,0.00457661,0.72380085,FALSE,Proliferation Screen,KRAB-dCas9,21,3919,0.015458975,0.001571008,1,128748314,6.697077039,22.469645,10.338477,12.430794,0.006156578,Fulco2016
chr8,130572285,130574805,genic|chr8:130573285-130573805-genic|chr8:130574025-130574525,MYC,genic,K562,-0.00216406,0.80707118,FALSE,Proliferation Screen,KRAB-dCas9,36,3919,0.020000038,0.001571008,1,128748314,7.58353126,3.983058,3.685002,3.813395,0.002263728,Fulco2016
chr8,130573025,130575525,genic|chr8:130573285-130573805-genic|chr8:130574025-130574525,MYC,genic,K562,-0.0043757,0.84907823,FALSE,Proliferation Screen,KRAB-dCas9,40,3919,0.011275878,0.001571008,1,128748314,7.58353126,3.983058,3.685002,3.813395,0.002263728,Fulco2016
chr8,130575865,130578365,genic|chr8:130576865-130577365,MYC,genic,K562,-0.0171808,0.791675317,FALSE,Proliferation Screen,KRAB-dCas9,51,3919,0.014800267,0.001571008,1,128748314,6.361081924,1.839082,2.866113,2.29247,0.001141499,Fulco2016
chr8,130580145,130582645,genic|chr8:130581145-130581645,MYC,genic,K562,0.03268878,0.190468763,FALSE,Proliferation Screen,KRAB-dCas9,21,3919,0.017613093,0.001571008,1,128748314,3.943169366,1.350664,3.582641,2.194578,0.000677388,Fulco2016
chr8,130581725,130584745,genic|chr8:130582725-130583745-genic|chr8:130583985-130584505,MYC,genic,K562,-0.00272868,0.85592174,FALSE,Proliferation Screen,KRAB-dCas9,19,3919,0.024020621,0.001571008,1,128748314,3.942862192,13.861372,7.984171,10.263544,0.003167731,Fulco2016
chr8,130582985,130585505,genic|chr8:130585105-130585665-genic|chr8:130582725-130583745-genic|chr8:130583985-130584505,MYC,genic,K562,-0.00363375,0.85592174,FALSE,Proliferation Screen,KRAB-dCas9,26,3919,0.01833369,0.001571008,1,128748314,3.928401339,15.970232,13.921119,13.80282,0.004248075,Fulco2016
chr8,130584105,130586665,genic|chr8:130585105-130585665-genic|chr8:130583985-130584505-promoter|chr8:130585845-130586765,MYC,promoter,K562,0.05803958,0.065106054,FALSE,Proliferation Screen,KRAB-dCas9,14,3919,0.018942895,0.001571008,1,128748314,3.913878434,13.891311,27.432792,18.474346,0.005660764,Fulco2016
chr8,130584845,130587765,promoter|chr8:130586925-130588225-genic|chr8:130585105-130585665-promoter|chr8:130585845-130586765,MYC,promoter,K562,0.02661294,0.106144804,FALSE,Proliferation Screen,KRAB-dCas9,39,3919,0.013543506,0.001571008,1,128748314,3.899344386,25.331783,55.684474,37.572817,0.011468242,Fulco2016
